DIRECTORIO SECUENCIA_ENCUESTA SECUENCIA_P ORDEN DEPMUNI P5747 P5752 P5752S1 P5090 FEX_C
94867 1 1 1 08758 2 1 2 2 56.0571002471278
94869 1 1 1 08758 1 1 2 1 47.5516402923016
94871 1 1 1 08758 2 1 2 1 52.4751695226607
94873 1 1 1 08758 1 1 2 1 56.8390920464967
94875 1 1 1 08758 1 1 2 1 53.9846600834784
94877 1 1 1 08758 1 1 2 1 49.182538675034
94879 1 1 1 08758 2 1 2 2 54.6756266241418
94881 1 1 1 08758 1 1 2 1 52.518226594176
94883 1 1 1 08758 1 1 3 1 56.0128866696401
94885 1 1 1 08758 1 1 2 2 52.9075888059739
94887 1 1 1 08758 1 1 2 1 59.1304889853316
94889 1 1 1 08758 1 1 3 1 50.3006415756048
94891 1 1 1 08758 2 1 2 3 56.0571002471278
94893 1 1 1 08758 1 1 2 2 51.6043747809536
94895 1 1 1 08758 1 1 2 3 52.518226594176
94897 1 1 1 08758 1 1 2 1 51.8543457139102
94899 1 1 1 08758 1 1 2 1 56.5485502423321
94901 1 1 1 08758 1 1 2 1 49.4425270732858
94903 1 1 1 08758 1 1 2 1 52.518226594176
94905 1 1 1 08758 2 1 1 4 55.0821167530297
94907 1 1 1 08758 2 1 1 1 55.2441199893521
94909 1 1 1 08758 2 1 2 2 53.0244577977529
94911 1 1 1 08758 2 1 2 1 52.700991009908
94913 1 1 1 08758 2 1 2 2 55.7355699845564
94915 1 1 1 08758 1 1 2 1 52.9075888059739
94917 1 1 1 08758 1 1 1 2 56.0638005154786
94919 1 1 1 08758 1 1 3 1 55.6506101182399
94921 1 1 1 08758 2 1 2 1 50.5047812163867
94923 1 1 1 08758 2 1 2 1 56.0571002471278
94925 1 1 1 08758 1 1 2 1 59.0307479106425
94927 1 1 1 08758 1 1 2 1 54.062919681444
94929 1 1 1 08758 1 1 2 1 49.3687151530221
94931 1 1 1 08758 2 1 2 1 53.3207792032126
94933 1 1 1 08758 1 1 8 2 52.518226594176
94935 1 1 1 08758 2 1 3 2 55.7459976332955
94937 1 1 1 08758 1 1 2 1 55.6506101182399
94939 1 1 1 08758 1 1 1 1 50.7191148962494
94941 1 1 1 08758 1 1 2 1 52.1899960632538
94943 1 1 1 08758 1 1 2 1 47.754714579545
94945 1 1 1 08758 2 1 2 1 50.7191148962494
94947 1 1 1 08758 1 1 1 1 53.8677910916994
94949 1 1 1 08758 1 1 2 1 51.8543457139102
94951 1 1 1 08758 1 1 2 1 48.0929625757624
94953 1 1 1 08758 1 1 1 1 53.6374010362237
94955 1 1 1 08758 2 1 1 2 52.9973124153677
94957 1 1 1 08758 2 1 1 2 54.269136495254
94959 1 1 1 08758 2 1 2 4 54.6756266241418
94961 1 1 1 08758 1 1 2 1 54.85755579417
94963 1 1 1 08758 2 1 2 1 40.4635802860492
94965 1 1 1 08758 1 1 1 1 50.7191148962494
94967 1 1 1 08758 1 1 1 2 52.1005885192353
94969 1 1 1 08758 1 1 1 1 51.3015542241282
94971 1 1 1 08758 1 1 2 1 51.9326053118758
94973 1 1 1 08758 1 1 2 1 50.5047812163867
94975 1 1 1 08758 1 1 2 1 50.0281483555859
94977 1 1 1 08758 2 1 1 1 55.4112679510076
94979 1 1 1 08758 2 1 2 2 53.8677910916994
94981 1 1 1 08758 1 1 2 1 51.7894859054031
94983 1 1 1 08758 1 1 2 1 48.4085128672966
94985 1 1 1 08758 2 1 1 2 54.6756266241418
94987 1 1 1 08758 1 1 2 1 47.7487346085078
94989 1 1 1 08758 1 1 3 2 53.7325522555063
94991 1 1 1 08758 1 1 3 1 55.6506101182399
94993 1 1 1 08758 1 1 2 2 58.6788646119003
94995 1 1 1 08758 1 1 2 1 55.0821167530297
94997 1 1 1 08758 2 1 2 2 56.3534216525875
94999 1 1 1 08758 2 1 2 2 54.269136495254
95001 1 1 1 08758 2 1 2 2 57.0320837412258
95003 1 1 1 08758 1 1 2 1 44.1987130095032
95005 1 1 1 08758 1 1 2 2 55.6506101182399
95007 1 1 1 08758 1 1 2 2 55.1603763509954
95009 1 1 1 08758 1 1 2 2 58.4451266283424
95011 1 1 1 08758 2 1 2 1 56.0571002471278
95013 1 1 1 08758 1 1 1 1 49.7261682393575
95015 1 1 1 08758 2 1 1 2 52.2174575110143
95017 1 1 1 08758 1 1 3 2 52.5920385144397
95019 1 1 1 08758 2 1 2 1 46.7626031683569
95021 1 1 1 08758 2 1 2 2 56.1420601134442
95023 1 1 1 08758 1 1 1 1 50.5047812163867
95025 1 1 1 08758 1 1 2 2 50.6408552982837
95027 1 1 1 08758 1 1 1 1 56.625593612338
95029 1 1 1 08758 1 1 2 1 47.7839371349582
95031 1 1 1 08758 2 1 2 2 50.7138319728435
95033 1 1 1 08758 1 1 1 1 54.269136495254
95035 1 1 1 08758 1 1 1 1 55.1989857448087
95041 1 1 1 08758 1 1 2 2 54.269136495254
95043 1 1 1 08758 2 1 1 2 53.8626463663661
95045 1 1 1 08758 2 1 1 1 48.6399744642492
95047 1 1 1 08758 2 1 2 2 53.4043217245841
95049 1 1 1 08758 2 1 2 1 48.8728174801158
95051 1 1 1 08758 1 1 1 1 53.5395605607772
95053 1 1 1 08758 2 1 1 1 51.8543457139102
95055 1 1 1 08758 1 1 1 1 51.438844533985
95057 1 1 1 08758 2 1 2 1 56.5485502423321
95059 1 1 1 08758 1 1 1 1 51.8677455033687
95061 1 1 1 08758 2 1 2 2 52.518226594176
95063 1 1 1 08758 1 1 2 1 55.2173555892228
95065 1 1 1 08758 2 1 3 1 54.269136495254
95067 1 1 1 08758 2 1 2 2 57.4452741384645
95069 1 1 1 08758 1 1 2 2 54.6756266241418
95071 1 1 1 08758 1 1 2 3 58.9820507294219
95073 1 1 1 08758 1 1 2 1 55.563339469237
95075 1 1 1 08758 1 1 2 1 51.8543457139102
95077 1 1 1 08758 1 1 3 3 56.8059409937101
95079 1 1 1 08758 2 1 1 1 57.5235337364302
95081 1 1 1 08758 1 1 1 1 47.6864724468745
95083 1 1 1 08758 1 1 3 2 59.5050699887569
95085 1 1 1 08758 1 1 3 2 56.7105534786544
95087 1 1 1 08758 2 1 1 1 52.0686793937728
95089 1 1 1 08758 2 1 2 1 53.0755720133334
95091 1 1 1 08758 2 1 2 2 50.7191148962494
95093 1 1 1 08758 1 1 1 3 55.120726146843
95095 1 1 1 08758 1 1 1 1 55.2772453427744
95097 1 1 1 08758 2 1 1 2 52.6690818844455
95099 1 1 1 08758 1 1 2 1 52.3140869533941
95101 1 1 1 08758 1 1 2 1 56.625593612338
95103 1 1 1 08758 2 1 1 2 54.3010456207165
95105 1 1 1 08758 1 1 2 1 53.4126397076219
95107 1 1 1 08758 1 1 1 2 55.6506101182399
95109 1 1 1 08758 2 1 2 1 58.0149837316345
95111 1 1 1 08758 1 1 2 2 54.6756266241418
95113 1 1 1 08758 1 1 2 2 48.0929625757624
95115 1 1 1 08758 1 1 2 1 56.5485502423321
95117 1 1 1 08758 1 1 3 2 47.2859622890238
95119 1 1 1 08758 1 1 2 1 56.1420601134442
95121 1 1 1 08758 2 1 3 2 52.9925486722904
95123 1 1 1 08758 1 1 2 1 56.8710011719592
95125 1 1 1 08758 1 1 2 2 52.5920385144397
95127 1 1 1 08758 1 1 2 1 51.1256050251373
95129 1 1 1 08758 2 1 3 2 56.0571002471278
95131 1 1 1 08758 2 1 2 1 55.7459976332955
95133 1 1 1 08758 1 1 3 1 43.4595446719912
95135 1 1 1 08758 1 1 2 1 50.5047812163867
95137 1 1 1 08758 1 1 2 1 56.1420601134442
95139 1 1 1 08758 2 1 3 2 50.6408552982837
95141 1 1 1 08758 1 1 2 2 59.0670105957384
95143 1 1 1 08758 2 1 2 1 55.3342245810018
95145 1 1 1 08758 2 1 2 1 52.1117364652881
95147 1 1 1 08758 2 1 2 2 51.0473454271716
95149 1 1 1 08758 2 1 3 2 50.8359838880284
95151 1 1 1 08758 1 1 3 1 49.8679010320232
95153 1 1 1 08758 1 1 2 1 52.5920385144397
95155 1 1 1 08758 2 1 3 2 57.5235337364302
95157 1 1 1 08758 1 1 2 1 55.8960176778612
95159 1 1 1 08758 1 1 2 1 48.6355267865472
95161 1 1 1 08758 1 1 2 1 54.6756266241418
95163 1 1 1 08758 1 1 3 2 50.7191148962494
95165 1 1 1 08758 1 1 3 1 43.5348321292374
95167 1 1 1 08758 2 1 2 2 54.9210341837631
95169 1 1 1 08758 2 1 2 2 55.1603763509954
95171 1 1 1 08758 1 1 2 1 55.4124841789674
95173 1 1 1 08758 1 1 2 1 53.8677910916994
95175 1 1 1 08758 2 1 2 1 49.369550398726
95177 1 1 1 08758 1 1 2 1 57.1170436075423
95179 1 1 1 08758 1 1 2 2 54.6756266241418
95181 1 1 1 08758 1 1 2 2 54.269136495254
95183 1 1 1 08758 1 1 2 1 48.5617148662835
95185 1 1 1 08758 1 1 2 1 53.1330704318893
95187 1 1 1 08758 2 1 2 1 49.9112793638069
95189 1 1 1 08758 2 1 2 2 55.0821167530297
95191 1 1 1 08758 1 1 2 1 54.2645731219187
95193 1 1 1 08758 1 1 2 1 51.526115182988
95195 1 1 1 08758 1 1 2 2 56.625593612338
95197 1 1 1 08758 1 1 2 1 58.8730982339536
95199 1 1 1 08758 1 1 3 1 52.9925486722904
95201 1 1 1 08758 2 1 2 2 51.1256050251373
95203 1 1 1 08758 1 1 2 3 54.7538862221075
95205 1 1 1 08758 1 1 2 2 56.6654192341111
95207 1 1 1 08758 1 1 2 2 56.0571002471278
95209 1 1 1 08758 2 1 2 1 56.0571002471278
95211 1 1 1 08758 1 1 2 1 58.6801065392245
95213 1 1 1 08758 1 1 2 3 53.8626463663661
95215 1 1 1 08758 2 1 2 1 51.2424740169162
95217 1 1 1 08758 1 1 2 1 53.8677910916994
95219 1 1 1 08758 1 1 2 1 56.7209811273936
95221 1 1 1 08758 1 1 1 2 53.7325522555063
95223 1 1 1 08758 1 1 2 2 55.0821167530297
95225 1 1 1 08758 1 1 2 1 53.9460506896651
95227 1 1 1 08758 1 1 2 1 51.2038646231029
95229 1 1 1 08758 1 1 2 1 54.9948461040268
95231 1 1 1 08758 2 1 2 2 58.0920271016404
95233 1 1 1 08758 1 1 2 1 55.3342245810018
95235 1 1 1 08758 1 1 2 1 58.3668670303767
95237 1 1 1 08758 1 1 2 1 52.2174575110143
95239 1 1 1 08758 1 1 2 1 49.3642674753201
95241 1 1 1 08758 1 1 2 2 51.8543457139102
95243 1 1 1 08758 1 1 2 1 56.4600633653694
95245 1 1 1 08758 1 1 2 1 52.5920385144397
95247 1 1 1 08758 1 1 2 1 57.5235337364302
95249 1 1 1 08758 1 1 2 1 55.6506101182399
95251 1 1 1 08758 2 1 1 2 55.2441199893521
95253 1 1 1 08758 2 1 1 2 51.0473454271716
95255 1 1 1 08758 2 1 1 2 54.6756266241418
95257 1 1 1 08758 2 1 1 2 56.7209811273936
95259 1 1 1 08758 2 1 1 1 55.2441199893521
95261 1 1 1 08758 2 1 1 1 55.6506101182399
95263 1 1 1 08758 2 1 2 1 53.1330704318893
95265 1 1 1 08758 1 1 1 1 53.9846600834784
95267 1 1 1 08758 2 1 2 1 54.0584720037421
95269 1 1 1 08758 1 1 1 1 57.212431122598
95271 1 1 1 08758 2 1 2 1 44.2725249297669
95273 1 1 1 08758 2 1 2 2 54.269136495254
95275 1 1 1 08758 1 1 2 1 55.6506101182399
95279 1 1 1 08758 1 1 3 1 53.8626463663661
95281 1 1 1 08758 1 1 3 1 47.4335293731985
95283 1 1 1 08758 1 1 3 1 50.5047812163867
95285 1 1 1 08758 1 1 3 1 50.6727644237462
95287 1 1 1 08758 1 1 3 1 55.7288697162056
95289 1 1 1 11001 1 1 2 1 926.547096972394
95291 1 1 1 11001 1 1 2 1 885.698554683577
95293 1 1 1 11001 2 1 2 1 842.460803855208
95295 1 1 1 11001 1 1 2 2 1070.84162492768
95297 1 1 1 11001 2 1 2 2 1146.25114138024
95299 1 1 1 11001 1 1 2 2 868.277465372287
95301 1 1 1 11001 1 1 2 2 1012.88341925924
95303 1 1 1 11001 2 1 2 2 1162.96713546415
95305 1 1 1 11001 2 1 2 1 979.854694136081
95307 1 1 1 11001 2 1 2 1 953.786633845938
95309 1 1 1 11001 2 1 2 1 814.090233552263
95311 1 1 1 11001 2 1 2 1 942.823273728132
95313 1 1 1 11001 2 1 2 1 953.786633845938
95315 1 1 1 11001 2 1 2 1 820.858729053106
95317 1 1 1 11001 2 1 2 2 953.786633845938
95319 1 1 1 11001 3 1 1 2 1001.20537016512
95321 1 1 1 11001 2 1 1 1 884.857521744227
95323 1 1 1 11001 3 1 2 2 979.854694136081
95325 1 1 1 11001 2 1 1 1 1001.20537016512
95327 1 1 1 11001 2 1 1 2 953.786633845938
95329 1 1 1 11001 2 1 2 2 953.786633845938
95331 1 1 1 11001 1 1 2 2 1024.5539220379
95333 1 1 1 11001 2 1 1 2 884.150379083375
95335 1 1 1 11001 1 1 1 1 1066.68331459424
95337 1 1 1 11001 1 1 1 1 884.150379083375
95339 1 1 1 11001 1 1 1 2 996.130870891819
95341 1 1 1 11001 1 1 1 1 1185.06150843756
95343 1 1 1 11001 1 1 1 1 862.375812285788
95345 1 1 1 11001 1 1 1 1 1049.49094889864
95347 1 1 1 11001 2 1 2 1 909.794548604969
95349 1 1 1 11001 2 1 2 2 948.272317244469
95351 1 1 1 11001 1 1 1 1 901.34274477897
95353 1 1 1 11001 1 1 2 4 889.615349159331
95355 1 1 1 11001 1 1 1 2 803.226546029343
95357 1 1 1 11001 1 1 1 1 1037.34032940406
95359 1 1 1 11001 2 1 2 1 1076.6308131773
95361 1 1 1 11001 1 1 2 1 1058.71368059047
95363 1 1 1 11001 1 1 2 1 954.91766727534
95365 1 1 1 11001 1 1 2 2 806.345572387116
95367 1 1 1 11001 1 1 2 1 842.460803855208
95369 1 1 1 11001 2 1 2 2 842.460803855208
95371 1 1 1 11001 2 1 2 2 1146.69095870841
95373 1 1 1 11001 1 1 2 3 829.442725486835
95375 1 1 1 11001 1 1 2 1 909.794548604969
95377 1 1 1 11001 1 1 2 1 856.486951441282
95379 1 1 1 11001 1 1 2 2 954.933593834958
95381 1 1 1 11001 1 1 2 1 1012.44360193108
95383 1 1 1 11001 2 1 2 2 931.519768877043
95385 1 1 1 11001 2 1 2 2 1257.79181586052
95387 1 1 1 11001 1 1 2 1 822.608956900859
95389 1 1 1 11001 2 1 2 1 979.854694136081
95391 1 1 1 11001 2 1 2 2 885.030013739713
95393 1 1 1 11001 2 1 2 2 1076.56554009217
95395 1 1 1 11001 1 1 2 1 1006.50539456106
95397 1 1 1 11001 2 1 2 1 901.293398253456
95399 1 1 1 11001 2 1 2 2 1146.25114138024
95401 1 1 1 11001 2 1 2 2 1177.78417174634
95403 1 1 1 11001 2 1 2 2 899.370678410218
95405 1 1 1 11001 2 1 2 1 778.289519168601
95407 1 1 1 11001 1 1 2 2 955.75870021469
95409 1 1 1 11001 1 1 1 1 1077.44517474851
95411 1 1 1 11001 3 1 1 2 884.150379083375
95413 1 1 1 11001 2 1 2 2 979.854694136081
95415 1 1 1 11001 1 1 1 1 954.226451174107
95417 1 1 1 11001 2 1 1 1 1280.69066748976
95419 1 1 1 11001 2 1 1 1 1012.88341925924
95421 1 1 1 11001 3 1 1 2 1043.97663229717
95423 1 1 1 11001 1 1 2 1 884.590196411544
95425 1 1 1 11001 2 1 2 3 821.126054385789
95427 1 1 1 11001 2 1 2 2 868.277465372287
95431 1 1 1 11001 1 1 2 1 1178.70348984188
95433 1 1 1 11001 1 1 2 1 1130.56892872532
95435 1 1 1 11001 2 1 2 2 1096.813902092
95437 1 1 1 11001 1 1 2 2 993.134227451567
95439 1 1 1 11001 1 1 2 1 870.638560303971
95441 1 1 1 11001 1 1 2 1 1043.83712668823
95443 1 1 1 11001 2 1 2 2 1136.94852797353
95445 1 1 1 11001 1 1 2 1 843.340438511546
95447 1 1 1 11001 1 1 2 1 884.857521744227
95449 1 1 1 11001 1 1 2 1 1129.49859301282
95451 1 1 1 11001 2 1 2 1 1129.49859301282
95453 1 1 1 11001 2 1 2 2 1188.10621457244
95455 1 1 1 11001 2 1 2 2 979.854694136081
95457 1 1 1 11001 2 1 1 2 1119.12720366121
95459 1 1 1 11001 2 1 1 1 926.547096972394
95461 1 1 1 11001 2 1 1 2 884.150379083375
95465 1 1 1 11001 2 1 1 1 1071.97265835708
95467 1 1 1 11001 1 1 2 1 1140.73682477878
95469 1 1 1 11001 2 1 1 2 771.693515663243
95471 1 1 1 11001 2 1 1 1 1146.25114138024
95473 1 1 1 11001 2 1 1 2 1152.20527530988
95475 1 1 1 11001 1 1 2 1 856.486951441282
95477 1 1 1 11001 2 1 3 1 1131.55303984524
95479 1 1 1 11001 2 1 3 1 1010.8828317833
95481 1 1 1 11001 2 1 1 1 868.277465372287
95483 1 1 1 11001 2 1 5 1 904.92413376901
95485 1 1 1 11001 2 1 5 1 886.496330564841
95487 1 1 1 11001 2 1 3 2 926.547096972394
95489 1 1 1 11001 2 1 3 2 1242.39527376112
95491 1 1 1 11001 2 1 2 2 996.130870891819
95493 1 1 1 11001 2 1 3 2 1070.67667924766
95495 1 1 1 11001 2 1 2 2 884.150379083375
95497 1 1 1 11001 2 1 3 2 820.418911724937
95499 1 1 1 11001 2 1 2 2 1280.05868082941
95501 1 1 1 11001 1 1 2 1 884.857521744227
95503 1 1 1 11001 2 1 2 2 1027.66390125792
95505 1 1 1 11001 2 1 2 2 2292.50228276049
95507 1 1 1 11001 2 1 2 3 707.962048304806
95509 1 1 1 11001 1 1 2 1 1814.04511868894
95511 1 1 1 11001 1 1 3 1 789.153206691521
95513 1 1 1 11001 2 1 2 2 1087.59417329511
95515 1 1 1 11001 1 1 2 1 1129.49859301282
95517 1 1 1 11001 1 1 3 1 884.857521744227
95519 1 1 1 11001 2 1 2 1 1012.44360193108
95521 1 1 1 11001 2 1 3 1 884.857521744227
95523 1 1 1 11001 2 1 3 1 884.857521744227
95525 1 1 1 11001 2 1 3 1 814.090233552263
95527 1 1 1 11001 2 1 2 2 1017.95791853254
95529 1 1 1 11001 1 1 2 1 859.213352222634
95531 1 1 1 11001 1 1 2 1 835.815453824337
95533 1 1 1 11001 2 1 3 1 1012.44360193108
95535 1 1 1 11001 2 1 5 1 1077.84016354969
95537 1 1 1 11001 2 1 2 2 1087.59417329511
95539 1 1 1 11001 1 1 2 1 960.052193707246
95541 1 1 1 11001 2 1 5 2 1000.77400346547
95543 1 1 1 11001 2 1 5 3 1000.77400346547
95545 1 1 1 11001 2 1 2 2 1098.83240506106
95547 1 1 1 11001 2 1 3 2 867.837648044118
95549 1 1 1 11001 2 1 3 2 1151.76545798171
95551 1 1 1 11001 2 1 4 2 1274.54436422794
95553 1 1 1 11001 2 1 5 1 1017.95791853254
95555 1 1 1 11001 2 1 3 2 1151.76545798171
95557 1 1 1 11001 2 1 3 2 819.979094396768
95559 1 1 1 11001 2 1 5 1 901.610070111653
95561 1 1 1 11001 2 1 4 2 1012.44360193108
95563 1 1 1 11001 2 1 3 2 1017.95791853254
95565 1 1 1 11001 2 1 2 2 2035.91583706509
95567 1 1 1 11001 1 1 2 1 1016.34554548357
95569 1 1 1 11001 2 1 5 2 979.854694136081
95571 1 1 1 11001 2 1 5 2 995.69105356365
95573 1 1 1 11001 2 1 5 2 972.565416991713
95575 1 1 1 11001 1 1 3 1 859.213352222634
95577 1 1 1 11001 2 1 3 2 965.090138697026
95579 1 1 1 11001 2 1 3 2 884.857521744227
95581 1 1 1 11001 2 1 2 2 1017.95791853254
95583 1 1 1 11001 2 1 2 2 948.272317244469
95585 1 1 1 11001 2 1 2 2 900.902927450801
95587 1 1 1 11001 2 1 5 1 846.063081246531
95589 1 1 1 11001 2 1 5 1 867.39783071595
95591 1 1 1 11001 2 1 2 1 884.150379083375
95593 1 1 1 11001 2 1 5 1 789.325698687007
95595 1 1 1 11001 2 1 5 4 979.854694136081
95597 1 1 1 11001 2 1 2 1 755.807809710162
95599 1 1 1 11001 2 1 2 2 1146.25114138024
95601 1 1 1 11001 3 1 2 2 953.786633845938
95603 1 1 1 11001 2 1 2 2 1012.44360193108
95605 1 1 1 11001 3 1 2 2 803.226546029343
95607 1 1 1 11001 1 1 3 2 869.385823644321
95609 1 1 1 11001 1 1 3 1 741.73447037234
95611 1 1 1 11001 1 1 3 1 1174.47269256279
95613 1 1 1 11001 2 1 3 2 1017.95791853254
95615 1 1 1 11001 2 1 3 2 1070.84162492768
95617 1 1 1 11001 1 1 2 1 970.754026702908
95619 1 1 1 11001 2 1 2 2 1012.88341925924
95621 1 1 1 11001 2 1 3 2 899.370678410218
95623 1 1 1 11001 2 1 2 2 1012.44360193108
95625 1 1 1 11001 2 1 3 2 1151.76545798171
95627 1 1 1 11001 2 1 3 2 1012.44360193108
95629 1 1 1 11001 2 1 5 1 979.854694136081
95631 1 1 1 11001 2 1 5 2 979.854694136081
95635 1 1 1 11001 2 1 3 2 868.277465372287
95637 1 1 1 11001 2 1 5 1 963.541963096824
95639 1 1 1 11001 2 1 5 1 884.857521744227
95641 1 1 1 11001 2 1 5 2 979.854694136081
95645 1 1 1 11001 2 1 3 1 805.198612398095
95647 1 1 1 11001 2 1 5 1 867.39783071595
95649 1 1 1 11001 2 1 4 1 1101.9678634698
95651 1 1 1 11001 2 1 5 1 913.228092047172
95653 1 1 1 11001 2 1 3 1 1146.25114138024
95655 1 1 1 11001 2 1 5 1 979.854694136081
95657 1 1 1 11001 2 1 3 2 819.979094396768
95659 1 1 1 11001 2 1 4 1 1060.69045872059
95661 1 1 1 11001 2 1 5 1 909.794548604969
95663 1 1 1 11001 2 1 5 2 963.981780424993
95665 1 1 1 11001 2 1 5 1 884.857521744227
95667 1 1 1 11001 2 1 3 2 1151.76545798171
95669 1 1 1 11001 2 1 2 2 843.340438511546
95671 1 1 1 11001 2 1 3 2 867.39783071595
95673 1 1 1 11001 2 1 2 2 1033.17821785939
95675 1 1 1 11001 2 1 3 2 1140.73682477878
95677 1 1 1 11001 2 1 2 1 859.213352222634
95679 1 1 1 11001 2 1 2 2 1140.73682477878
95681 1 1 1 11001 2 1 5 1 789.153206691521
95683 1 1 1 11001 1 1 2 3 831.54992458054
95685 1 1 1 11001 2 1 2 1 884.150379083375
95687 1 1 1 11001 1 1 2 1 805.905755058946
95689 1 1 1 11001 2 1 3 1 1054.84031982009
95691 1 1 1 11001 2 1 3 1 884.590196411544
95693 1 1 1 11001 1 1 3 1 811.794615903452
95695 1 1 1 11001 2 1 5 1 1102.78774507692
95697 1 1 1 11001 2 1 3 2 947.897773001432
95699 1 1 1 11001 2 1 4 2 1002.19667092938
95701 1 1 1 11001 2 1 3 2 948.712134572638
95703 1 1 1 11001 2 1 5 1 1096.813902092
95705 1 1 1 11001 2 1 3 1 953.786633845938
95707 1 1 1 11001 1 1 3 1 1221.67658439243
95709 1 1 1 11001 2 1 2 2 830.842781919688
95711 1 1 1 11001 2 1 5 2 957.829577340323
95713 1 1 1 11001 2 1 2 2 1043.97663229717
95715 1 1 1 11001 2 1 4 2 1119.16861154936
95717 1 1 1 11001 2 1 2 2 867.39783071595
95719 1 1 1 11001 2 1 2 2 1017.95791853254
95721 1 1 1 11001 2 1 3 2 968.083864811061
95723 1 1 1 11001 2 1 4 1 1244.70834382976
95725 1 1 1 11001 2 1 3 2 980.29451146425
95727 1 1 1 11001 2 1 2 2 979.854694136081
95729 1 1 1 11001 1 1 2 2 884.150379083375
95731 1 1 1 11001 2 1 4 1 1174.03287523462
95733 1 1 1 11001 2 1 4 2 913.228092047172
95735 1 1 1 11001 2 1 4 1 976.708160632546
95737 1 1 1 11001 2 1 4 1 1237.43106902687
95739 1 1 1 11001 2 1 4 3 1123.98427641135
95741 1 1 1 11001 2 1 3 2 938.165118907914
95743 1 1 1 11001 2 1 4 2 979.854694136081
95745 1 1 1 11001 2 1 4 2 909.794548604969
95747 1 1 1 11001 2 1 3 1 867.39783071595
95749 1 1 1 11001 2 1 3 2 1027.66390125792
95751 1 1 1 11001 2 1 3 2 867.837648044118
95753 1 1 1 11001 2 1 3 2 1017.95791853254
95755 1 1 1 11001 2 1 3 2 1013.32323658741
95757 1 1 1 11001 1 1 3 1 789.153206691521
95759 1 1 1 11001 2 1 5 2 957.829577340323
95761 1 1 1 11001 2 1 5 1 1016.34554548357
95763 1 1 1 11001 2 1 3 2 1082.51967402181
95765 1 1 1 11001 2 1 3 2 1146.25114138024
95767 1 1 1 11001 3 1 3 2 884.857521744227
95769 1 1 1 11001 2 1 3 2 747.196306130671
95771 1 1 1 11001 1 1 2 1 780.261585537353
95773 1 1 1 11001 2 1 4 1 856.486951441282
95775 1 1 1 11001 2 1 4 1 909.794548604969
95777 1 1 1 11001 2 1 4 1 884.590196411544
95779 1 1 1 11001 2 1 4 2 830.842781919688
95781 1 1 1 11001 2 1 2 1 1819.58909720994
95783 1 1 1 11001 2 1 2 2 884.150379083375
95785 1 1 1 11001 2 1 4 1 964.650321368858
95787 1 1 1 11001 2 1 4 1 909.794548604969
95789 1 1 1 11001 2 1 4 1 1081.49252657628
95791 1 1 1 11001 2 1 4 2 1018.39773586071
95793 1 1 1 11001 2 1 4 1 851.512124762868
95795 1 1 1 11001 2 1 4 2 909.794548604969
95797 1 1 1 11001 2 1 4 2 1146.25114138024
95799 1 1 1 11001 2 1 3 1 867.39783071595
95801 1 1 1 11001 1 1 2 1 847.595330287114
95803 1 1 1 11001 1 1 2 1 2036.79547172143
95805 1 1 1 11001 1 1 2 4 1844.50720695968
95807 1 1 1 11001 2 1 5 1 957.829577340323
95809 1 1 1 11001 2 1 5 1 985.610760988716
95811 1 1 1 11001 1 1 2 1 884.101032557862
95813 1 1 1 11001 1 1 2 1 1953.41632126509
95815 1 1 1 11001 2 1 5 1 1057.62403857974
95817 1 1 1 11001 1 1 4 3 938.165118907914
95819 1 1 1 11001 2 1 4 2 898.930861082049
95821 1 1 1 11001 2 1 4 1 1013.15074459193
95823 1 1 1 11001 1 1 2 1 838.318420081384
95825 1 1 1 11001 2 1 4 2 867.39783071595
95827 1 1 1 11001 2 1 4 2 909.794548604969
95829 1 1 1 11001 3 1 3 2 979.854694136081
95831 1 1 1 11001 2 1 3 2 1183.29848834781
95833 1 1 1 11001 2 1 4 1 867.39783071595
95835 1 1 1 11001 2 1 4 1 856.486951441282
95837 1 1 1 11001 2 1 3 2 1264.22232140185
95839 1 1 1 11001 2 1 3 1 909.794548604969
95841 1 1 1 11001 2 1 4 1 842.460803855208
95843 1 1 1 13001 1 1 2 1 84.8026734253664
95845 1 1 1 13001 2 1 1 1 107.052464151174
95849 1 1 1 13001 2 1 1 1 78.4789512520297
95851 1 1 1 13001 1 1 2 1 104.705758587618
95853 1 1 1 13001 1 1 2 1 83.6669385814595
95855 1 1 1 13001 2 1 2 2 82.0028681238593
95857 1 1 1 13001 1 1 2 1 88.0783976359031
95861 1 1 1 13001 2 1 2 1 121.799314914509
95863 1 1 1 13001 1 1 3 1 83.1933200126119
95865 1 1 1 13001 1 1 2 1 80.5774744686671
95867 1 1 1 13001 1 1 2 1 91.1891657146271
95869 1 1 1 13001 1 1 2 1 99.3913709667327
95871 1 1 1 13001 2 1 1 1 96.2190951175398
95873 1 1 1 13001 1 1 2 2 80.7726205478897
95875 1 1 1 13001 2 1 2 1 86.1098648034355
95879 1 1 1 13001 2 1 2 2 93.6897092345794
95881 1 1 1 13001 2 1 2 1 103.773064866846
95883 1 1 1 13001 1 1 2 1 94.3667871003868
95885 1 1 1 13001 2 1 1 1 84.087285097696
95889 1 1 1 13001 1 1 2 1 97.096149002144
95891 1 1 1 13001 1 1 2 1 104.057523084819
95893 1 1 1 13001 1 1 2 2 95.0885983305273
95895 1 1 1 13001 2 1 2 1 78.2831752954004
